id,cat_0,cat_1,cat_2,cat_3,cat_4,cat_5,cat_6,cat_7,cat_8,cat_9,cat_10,cat_11,cat_12,cat_13,cat_14,cat_15,cat_16,cat_17,cat_18,cat_19,num_0,num_1,num_2,num_3,num_4,num_5,num_6,num_7,num_8,num_9,num_10,num_11,num_12,num_13,num_14,num_15,num_16,num_17,num_18,num_19,num_20,num_21,num_22,num_23,num_24,num_25,num_26,num_27,num_28,num_29,num_30,num_31,num_32,num_33,num_34,num_35,num_36,num_37,target
10,12,284,7,4,4,1,3,4,4,14,3,7,7,1,0,0,0,0,0,1,40,2.206266137,10.55333499,78,830,38,27.625,14,3,23.625,6.875,28,1,0,0,0,0,0,0,2,0,29,29,0,0,6,1,6,0,29,28,18,0,16,0,0.0218153,23831.20828,6.87E-05,0
11,13,16,7,4,2,1,2,4,4,4,1,2,1,1,1,1,1,1,1,1,87,4.043200045,9.535968503,198.0333333,1710,32,29.85714286,87.42857143,16.85714286,6,30.57142857,30,2,0,0,1,0,0,0,25,0,30,30,0,0,3,2,1,0,23,10,0,0,15,0,0.000297546,1056.179623,0.001135951,0
12,24,115,7,4,3,1,5,4,4,4,1,1,6,0,0,0,0,0,0,0,62,0.605985071,11.29906762,80.95,500,28,25,12.14285714,12.71428571,2.857142857,91,28,0,0,0,0,0,0,0,6,0,30,30,0,0,0,10,6,0,30,30,10,27,1,0,12542.60709,51087.59018,0.000217801,0
13,4,62,7,4,5,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,64,1.891856581,4.898618087,214.615,1144.81,32,29.71428571,16.28571429,28.71428571,0.571428571,16.71428571,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000560532,1
14,15,63,10,2,4,0,12,2,2,3,2,4,4,0,0,0,0,0,0,0,24,0.047966397,0.015253899,99.01666667,0,29,5.875,0,0.25,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02E-05,0
15,2,14,9,4,3,1,4,4,4,4,1,1,7,0,0,0,0,0,0,0,28,0.336148397,10.61520804,72.06666667,440,23,20.25,22.5,6.375,0.625,2.5,1,0,0,0,0,0,0,1,0,0,30,30,0,0,0,0,2,0,30,13,1,0,9,0,0.033294678,2939.407115,7.87E-05,0
16,22,175,4,4,5,1,8,4,4,9,3,1,7,0,0,0,0,0,0,0,92,4.962114601,8.802172511,343.8066667,2000,32,30,154.875,58.625,24.125,102.375,3,0,0,0,0,0,0,0,28,0,30,30,0,0,4,0,0,0,29,23,0,0,0,0,0.030132294,139.3164873,9.21E-05,0
17,2,2,9,4,3,1,3,4,4,4,1,1,2.328345707,0,0,0,0,0,0,0,30,0.568947861,10.63262216,94.5497227,613.0897773,28,16.28335236,12.47547591,6.466228812,0.86751856,4.01683324,7.671654293,0,0,0,0,0,0,0.671654293,0,0,30,29.01496288,0.328345707,0,0,0,1.343308587,0,28.02992576,6.358271467,10.37323435,0,0,0,1.127573762,4826.738171,0.000381257,0
18,5,10,7,4,5,1,5,4,4,4,1,1,4.304104708,0,0,0,0,0,0,0,49,0.267719822,10.84560948,58,393.2164188,38,16.27117488,4.594309944,4.032882203,0.828218324,14.11040156,13.80111834,0,0,0,0,0,0,0.660820942,0.660820942,0,30,30,0,0,0,0,1.982462825,0,29.33917906,29.33917906,6.608209417,0,0,0,0.003717597,33597.28235,0.001244978,0
19,12,285,10,4,4,0,3,4,4,1,2,7,7,0,0,0,0,0,0,0,25,1.201698794,10.20402975,98,350,33,26.25,32.25,17,5,24.375,2,0,0,0,0,0,0,0,1,0,30,30,0,0,0,0,2,0,30,6,0,0,0,0,0,353.6261711,8.41E-05,0
20,7,8,7,4,4,0,3,4,4,4,1,1,7,0,0,0,0,0,0,0,146,0.434391268,9.852990147,56.82833333,290,35,28,1,3,1.625,0,27,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0,0,0,14,3,8,0,0,0,0.001255989,2944.925906,0.00011754,0
21,17,30,4,4,2,1,2,4,4,4,1,1,3.906133795,1,1,1,1,0,1,1,91,0.712632611,7.147900377,98.36482665,700,48,25.41851971,3.027222703,3.650546521,2.663955979,9.331170415,6.6257747,0,0,0,0,0,0,0,1.12515494,0,22.18773241,16.12515494,0,0,0,3.25030988,0.06257747,0,15.84355633,11.87484506,0.06257747,3.031288735,0,0,0.007500367,223.1115866,0.000150285,0
22,20,43,10,4,2,0,7,4,4,3,3,3,1,0,0,0,0,0,0,0,24,1.411052742,7.948765306,199.7501137,0,39,25.53322551,3.593479967,7.531804279,12.22035599,0.093764212,0,0,0.249886302,0,0.249886302,0,0,0,0,0,16.7501137,4.499317811,0,0,0,0,0,0,0,6.500227396,0,0.249886302,0,0,0,0,0.001014561,0
23,3,121,9,4,3,0,9,4,4,4,1,1,7,0,0,0,0,0,0,0,29,0.130333328,10.53125564,71.66666667,430,41,5.5,0.25,1.125,0.625,20.875,7,0,0,0,0,0,0,0,1,0,16,15,0,0,1,0,3,0,14,1,10,0,0,0,291.2832012,7718.597395,0.000134797,0
24,8,83,8,4,3,0,2,4,4,4,1,6,7,0,0,0,0,0,0,0,23,0.29901784,9.280787386,58.60851786,574.5130397,32,23.27760795,21.4423899,8.128259933,0.068587003,0.480109023,9.2304404,0,0,0,0,0,0,0,0,0,24.58435232,13.32783245,0,0,0,0,0,0,15.29217616,6.93826424,5.486960267,0,0.548696027,0,3.89902818,4020.74202,5.09E-05,0
25,14,157,4,4,2,0,3,4,4,4,1,1,5.024341811,0,0,0,0,0,0,0,131,1.94494586,7.612889405,100.2292984,600,30,23.26250186,2.554934554,14.27163004,1.082319091,22.4515646,8.853287216,0,0,0,0,0,0,0,0.65855273,0,27.95131638,26.26842184,0,0,0,0.34144727,1.34144727,0,5,1.707236351,0.682894541,0,0,0,0.000553936,448.364475,0.000139497,0
26,17,224,7,4,3,0,4,4,4,4,1,1,7,0,0,0,0,0,0,0,17,0.020418778,10.79593096,67.01666667,400,38,2.142857143,0,0.285714286,0,0,2,0,0,0,0,0,0,0,0,0,21,5,0,0,0,0,1,0,10,1,1,0,0,0,0,93.03367805,1.02E-05,0
27,29,308,9,4,5,1,4,4,4,3,3,1,7,0,0,0,0,0,0,0,9,1.395461023,8.177690761,52.53333333,660,31,28,100.8333333,20.5,0.666666667,52.66666667,30,0,0,0,1,0,0,2,0,0,30,30,0,0,1,1,0,0,22,24,17,6,17,0,0.000317574,240.0069141,0.000302046,0
28,13,16,1,4,2,1,5,4,4,3,3,2,1,0,0,0,0,0,0,0,103,0.722304763,10.19747749,98.98333333,622.4,32,22.57142857,22.71428571,4,1,24.42857143,8,0,0,0,0,0,0,1,1,0,30,30,0,0,0,6,2,1,26,15,20,1,0,0,0.811647415,18372.01908,0.001135951,0
29,16,26,10,3,4,0,2,4,4,3,2,6,5,0,0,0,0,0,0,0,18,0.102701827,7.062086439,55.55086403,0,52,11.32681375,2.902206305,2.883358167,0.038406877,0,2.692744985,0,0,0,0,0,0,0,8.312939823,0,27.23470487,22.07823496,0,0,0.307255015,0,0,0,11.54195988,0.692744985,2.078234956,0.307255015,0,0,0,0,0.000195612,0
30,24,72,7,4,5,1,4,4,4,4,1,1,5,0,0,0,0,0,0,0,104,0.782550816,6.401398537,78.50333333,633.86,44,18,0.285714286,2.142857143,1.857142857,22.85714286,22,0,0,0,0,0,0,0,0,0,30,28,0,0,0,0,0,0,7,1,4,0,0,0,0.00203228,0,0.000312812,0
31,5,99,7,2,5,1,4,4,2,4,1,1,7,0,0,0,0,0,0,0,76,0.306951027,5.082608717,75.48333333,388.27,39,12.75,0,1.25,0,0,2,0,0,0,0,0,0,0,0,0,30,13,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0.000344489,0
32,14,286,7,4,4,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,39,3.168979728,10.13001258,98.4,410.8,24,30.375,185.5,102.125,4.625,37,5,0,0,0,0,0,0,4,2,0,30,28,0,0,0,6,3,0,17,5,26,0,0,0,0.002013206,1898.392566,0.002653806,0
33,16,226,4,3,5,0,10,4,3,4,1,3,7,0,0,0,0,0,0,0,107,0.29434984,7.830384834,171.578053,298.6388583,40,19.66127402,1.526960033,4.627450041,2.532842048,5.233822065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.37E-05,0
34,9,82,7,4,3,0,4,4,4,4,1,1,7,0,0,0,0,0,0,0,38,0.627005068,6.133242637,59.51150696,300,25,19.55608765,24.27445218,7.474350604,2.063839307,0,0.704058434,0,0,0,0,0,0,0,0,0,4.704058434,5.928409038,0,0,0,0,0.704058434,0,1.887824698,2.591883132,0.704058434,0.704058434,0,0,0,0.021958204,0.000199228,0
35,5,35,9,4,3,1,4,4,4,4,1,1,1,0,0,0,0,0,0,0,32,0.1469999,10.4458965,57.76666667,360,32,2.333333333,2.666666667,0.166666667,1.166666667,0,4,0,0,0,0,0,0,0,0,0,28,20,0,0,0,0,0,0,21,17,1,0,7,0,0.018133163,2679.484195,0.003286666,0
36,18,205,4,4,5,0,4,4,4,3,1,1,5.442838583,0,0,0,0,0,0,0,60,0.44006888,6.888561551,55.38019541,262.8856772,42,19.84641929,3.849376149,6.148817257,1.180354823,19.35479593,0,0,0,0,0,0,0,0,0,0,1.038107611,0.519053806,0,0,0,0,0,0,0.519053806,0.519053806,0,0,0,0,0,0.010874342,5.15E-05,0
37,3,3,7,4,5,1,4,4,4,3,3,1,2,0,0,0,0,0,0,0,24,0.034708672,4.584407783,58,350,46,5.25,0,0.125,0,0,2,0,0,0,0,0,0,0,0,0,26,10,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0.000328096,0
38,9,16,9,4,3,0,6,4,4,4,1,1,1.83581656,0,0,0,0,0,0,0,22,0.290201087,10.34189201,115.3298762,709.9702013,24,10.34330255,0.20895414,1.675910829,1.072503186,15.35812929,30,0,0,0,0,0,1.149284081,5.850715919,8.358165599,0,30,28.68653248,0,0,0.32836688,4,3.67163312,0,29.83581656,28.85071592,10.34326624,20.3581656,15.5372484,0,49.93128442,18112.93055,0.000453497,0
39,19,37,10,4,5,0,2,4,4,4,1,1,2,1,1,0,1,0,0,0,39,0.661724661,7.944631906,100.8933333,920,37,20.875,1.75,3.25,5.75,1.25,24,0,0,0,0,0,0,1,0,0,30,30,0,0,0,2,3,0,30,5,12,0,0,0,0,26.91952229,0.000542176,0
40,5,186,7,4,5,0,5,4,4,3,3,1,7,0,0,0,0,0,0,0,67,2.595516906,8.662211912,196,1574,39,28.5,38.625,18.875,2.125,54.875,2,0,0,0,1,0,0,0,1,0,29,27,0,0,0,0,0,0,12,16,5,1,0,0,0,1220.787719,0.000242801,0
41,7,58,7,4,3,1,4,4,4,4,1,1,7,0,0,0,0,0,0,0,33,0.167234957,9.409652871,65.61666667,385,20,15.125,20.125,1.375,2.25,0.125,1,0,0,0,0,0,0,0,0,0,15,16,0,0,0,0,4,0,15,1,10,0,0,0,0.20075798,1800.924749,6.76E-05,0
42,14,68,4,4,4,1,2,4,4,4,1,3,2.947557543,0,0,0,0,0,0,0,100,0.450101436,8.975883629,79.86906854,737.1213942,48,25.06510391,39.45572735,19.31169275,2.147627915,16.10578324,17.68175194,0.947557543,0,0,1.415946343,0,0,3.895115086,2.842672629,0,30,30,0.576867029,0,6.790230171,1.104884914,0.052442457,0,11.04884914,13.47198211,2.415946343,9.1012916,0.947557543,0,26453.63123,32.04566475,0.000216848,0
43,15,118,10,4,5,1,4,4,4,4,1,1,5,0,0,0,0,0,0,0,81,0.520231584,5.60538255,105.225,330,37,23,3.5,3.25,6.75,0,4,0,0,0,0,0,0,0,1,0,27,2,0,0,0,0,0,0,4,5,0,0,3,0,0,76.97035789,4.31E-05,0
44,5,170,1,4,6,1,2,4,4,4,1,1,5,1,1,0,1,1,1,1,36,0.306894281,9.580311546,97.71333333,52.36,44,19.875,6.125,2,0.375,6.875,20,0,0,0,1,0,0,0,0,0,30,21,0,0,9,0,0,0,6,3,0,1,0,0,0,15.14615631,0.000990353,0
45,15,118,10,4,5,1,4,4,4,12,3,4,5,0,0,0,0,0,0,0,122,0.946204212,7.598609378,143.6166667,1200,41,29.75,5.75,31.5,2.75,17.375,15,0,0,0,0,0,0,0,0,0,27,27,0,0,0,0,0,0,22,17,4,0,0,0,0,102.3813343,4.31E-05,0
46,19,37,7,4,5,1,4,4,4,3,3,1,2,0,0,0,0,0,0,0,100,3.360337923,10.20027174,100.2333333,760,26,30.125,108.375,52.625,2.25,85.875,30,0,0,0,0,0,0,7,0,0,30,30,0,0,6,4,0,0,29,30,4,27,2,0,0.758554459,18125.53478,0.000542176,0
47,0,321,7,4,5,1,3,4,4,4,1,1,7,0,0,0,0,0,0,0,147,0.536514334,5.657731241,61,300,52,23.875,0.375,2.25,4.625,13.25,2,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0.002060109,0
48,4,4,7,1,3,1,5,4,4,4,1,2,6,0,0,0,0,0,0,0,14,0.546286068,10.31738094,118.5,360,24,9,6.714285714,3.714285714,0.428571429,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000829997,0
49,21,44,9,4,3,1,8,4,4,4,1,1,6,0,0,0,0,0,0,0,33,0.088490173,11.19783745,102.5666667,640,29,10.71428571,5,5.714285714,0.285714286,0,24,0,0,0,0,0,1,0,22,0,30,30,0,0,0,4,2,0,30,16,29,30,5,0,2807.898772,46253.67068,3.53E-05,0
50,17,114,7,4,5,1,5,4,4,4,1,6,7,1,0,1,0,0,1,1,40,0.527736525,9.967213473,80.50333333,600,49,23.875,1.875,15.875,0.625,6,2,0,0,0,0,0,0,0,0,0,21,11,0,0,0,0,2,0,13,0,17,0,0,0,0,3992.406354,0.000256247,0
51,15,237,10,4,2,1,4,4,4,4,1,1,7,0,0,0,0,0,0,0,119,1.508840214,9.037353389,70.70833333,650,46,28.75,46.625,45.375,1.625,23.5,25,0,0,0,1,0,0,2,1,0,30,27,2,0,0,0,5,0,26,12,0,21,10,0,0,0,6.13E-05,0
52,5,21,7,4,4,1,5,4,4,3,3,1,1,0,0,0,0,0,0,0,2,0.43519011,9.788357811,89.85,400,50,10.66666667,0,5.333333333,0.333333333,0,13,6,0,0,10,1,0,0,3,0,21,21,0,0,21,20,1,0,21,15,4,8,3,0,1285.560487,0.832169533,0.002355841,0
53,19,37,9,4,3,1,3,4,4,4,1,1,1.952536971,0,0,0,0,0,0,0,30,0.025292531,10.24294742,54.97812362,309.5253697,33,1.964402728,2.9169397,0,0,0,26.47790668,0,0.094926057,0,0.142389086,0,0,0.047463029,0,0,29.95253697,23.18985211,0,0,0,0.952536971,0.094926057,0,28.04746303,29,0.142389086,0.332241201,19.18985211,0,0.511933161,1291.426118,0.000564597,0
54,17,116,4,4,5,1,5,4,4,4,1,1,5,0,0,0,0,0,0,0,38,0.90924588,8.912898856,52.03333333,359.28,28,26.5,13.125,4.75,5.625,10.875,6,0,0,0,0,0,0,0,0,0,26,21,0,0,0,0,0,0,3,7,15,0,16,0,0,1.43586731,1.86E-05,0
55,17,114,4,4,2,0,2,4,4,4,1,6,7,0,0,0,0,0,0,0,29,1.102346201,8.445674161,73.115,610,32,20.875,2,5.75,0.625,0,3,0,0,0,0,0,0,0,0,0,9,5,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0.000256247,0
56,11,167,9,4,3,1,5,4,4,4,1,2,7,0,0,0,0,0,0,0,36,0.271080784,11.26270179,98.28333333,590,19,16.5,3.125,2.25,1.75,4.25,21,2,0,0,27,0,0,0,9,0,30,30,2,0,5,29,4,0,29,29,8,17,13,0,2.758769989,29736.64669,0.000209385,0
57,3,3,7,1,2,0,2,4,4,4,1,2,2,0,0,0,0,0,0,0,15,0,0,100,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000328096,0
58,12,295,7,4,4,0,5,4,4,1,3,1,7,0,0,0,0,0,0,0,78,6.905054631,7.034535854,156.04,1679,33,30,83.125,67.25,20.25,17.625,0,0,0,0,0,0,0,0,0,0,29,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.000127433,0
59,23,60,7,1,3,0,1,0,2,4,1,1,6,0,0,0,0,0,0,0,16,0,0,59,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56E-05,0
60,8,38,8,4,5,1,5,4,4,3,1,1,5.62455437,0,0,0,0,0,0,0,114,1.456701096,7.760613015,54.6612474,101.8772281,51,16.017129,3.12767378,2.329406186,1.811831555,30.63900959,12.62811941,0,0,0,9.761586379,0,0,7.884358229,1.12633689,0,30,27.87366311,0,0,3.00356504,9.12633689,0,0,1,16.38257571,0,2.25267378,0,0,0,0.009827754,0.000420584,0
61,5,5,7,4,6,0,12,4,4,4,1,1,6,0,0,0,0,0,0,0,77,0.731035593,8.000711014,84.45,300,34,22.125,0.125,2.125,5.125,4.375,1,0,0,0,0,0,0,0,0,1,30,30,0,0,0,0,0,0,18,0,5,0,0,0,0.012431145,0,0.000674806,0
62,21,44,10,3,5,1,2,4,4,4,1,1,6,1,1,1,1,1,1,1,48,0.094157031,2.641930338,50,306.56,57,9,0,0.5,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-05,0
63,1,51,9,4,3,1,2,4,4,4,1,1,2,1,0,0,0,0,1,0,32,0.012820286,11.05605278,97.16,570,33,1.375,0.875,0.5,0,0.625,24,0,0,0,0,0,0,0,14,0,24,24,0,0,0,1,2,0,24,24,11,4,2,0,0,18481.6356,0.000325886,0
64,0,20,7,4,4,0,5,4,4,4,1,1,2,1,1,1,1,1,1,0,73,0.759852932,9.356438728,98,600,28,27.125,3.625,12,1.375,16.25,18,0,0,0,0,0,2,0,11,0,30,29,0,0,2,7,5,1,8,7,7,0,0,0,0,738.9966583,0.000643627,0
65,13,16,10,4,2,0,3,4,4,1,3,6,1,1,1,1,1,1,1,1,28,1.743269244,9.518057414,101.4366667,430,24,25.85714286,33.42857143,6,10.85714286,8.714285714,10,0,0,0,0,0,0,0,0,1,11,10,0,0,0,7,0,0,9,9,2,2,3,0,0.004858971,2813.960457,0.001135951,0
66,16,128,9,4,3,0,8,4,4,4,1,1,7,0,0,0,0,0,0,0,33,0.19497856,9.344602488,76.83333333,440,46,18.5,6.125,5.125,0,3,2,0,0,0,0,0,0,0,0,0,30,30,0,0,0,1,0,0,20,6,1,4,0,0,26.28813744,961.2338934,0.000208415,0
67,0,20,9,4,4,1,6,4,4,4,1,1,2,0,0,0,0,0,0,0,66,1.032187687,10.40169251,98.06666667,600,27,23,2.875,6.875,2.125,59,29,0,0,0,5,0,0,0,22,0,30,30,1,0,11,9,3,0,30,7,11,1,5,0,0.000221252,0,0.000643627,0
68,26,215,7,3,6,0,3,4,3,4,1,1,7,0,0,0,0,0,0,0,80,0.895283797,8.707621046,71.15717025,447.6683967,42,25.03799504,0.360966942,5.914504133,3.544905785,10.15630523,29.30051901,0,0,0,0,0,0,0,0,0,30,18.83419835,0,0,0,0.766839669,3.73056529,0,15.0310843,21.16580165,11.56476364,0,4.834198347,0,1.781657584,811.6857029,0.000166017,0
69,10,23,8,4,3,0,3,4,4,4,1,1,3.219680056,0,0,0,0,0,0,0,10,0.025871115,10.4357753,67.22168269,401.0984003,42,1.420309012,0.118134998,0.054920014,0,0,25.51715962,0,0,0,0,0,0,0.054920014,0.945079986,0,29.89015997,29.89015997,0,0,0.945079986,0,2.835239958,0.439360112,29.83523996,23.62699965,2.945079986,3.890159972,24.57207964,0,0.319255842,23614.092,0.000194131,0
70,11,12,7,4,3,1,5,4,4,4,1,1,2,0,0,0,0,0,0,0,24,0.111659514,8.228979833,51.73333333,300,32,13.625,3.75,5.625,0,7,0,0,0,0,0,0,0,0,0,0,29,5,0,0,0,2,0,0,5,0,0,0,0,0,58.33552361,0.005023003,0.000181293,0
71,15,118,9,4,3,0,4,4,4,4,1,1,5,0,0,0,0,0,0,0,28,0.073405205,10.13622216,52.43333333,308.35,28,11,5.125,1.75,0,0.125,1,0,0,0,0,0,1,3,0,0,30,29,0,0,0,0,0,1,28,28,15,0,28,0,0.013297081,6307.217653,4.31E-05,0
72,20,43,9,4,3,0,4,4,4,4,1,1,1,1,0,0,0,0,1,1,16,0.106267124,10.17574139,58.86666667,300,19,6.375,0.75,1.75,0,25.125,23,7,0,0,0,0,0,0,28,0,30,30,0,0,1,14,10,0,30,30,0,10,0,0,0,6008.145145,0.001014561,0
73,17,66,10,4,2,0,6,4,4,3,3,6,7,0,0,0,0,0,0,0,15,0.346710371,9.224994767,59.04666667,360,43,23.25,1,9.375,0,6,9,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,0,0,23,23,0,1,0,0,0,4387.756227,2.52E-05,0
74,6,7,7,4,3,1,2,4,4,4,1,1,7,0,0,0,0,0,0,0,11,0.772177445,9.975695029,55.99166667,335,39,21.75,0.625,7,1.25,6,2,0,0,0,0,0,0,1,0,0,25,25,0,0,0,0,0,0,24,5,0,0,0,0,9.16E-05,5530.831091,6.06E-05,0
75,18,191,9,4,3,0,4,4,4,4,1,1,7,0,0,0,0,0,0,0,27,0.046237742,10.31766572,62.04035521,362.0553557,40,2.93189407,0.347578188,0.398385458,0,0,1.602767786,0,0,0,0,0,0,0,0,0,28.41107114,18.16401879,0,0,0,0,0.602767786,0,26.42491007,10.15017986,10.02767786,0,3.013838928,0,0.000145471,829.1341373,0.000121308,0
76,19,100,7,4,2,1,5,4,4,4,1,1,4,0,0,0,0,0,0,0,76,1.123441693,10.2724742,170.3083333,1124.02,25,23.875,2.25,7.875,0.5,48.125,8,0,0,0,0,0,0,8,17,0,22,19,0,0,1,1,1,0,19,16,4,0,0,0,0.257490158,4949.232775,0.000120261,0
77,5,21,3,4,3,0,4,4,4,4,1,1,1,0,0,0,0,0,0,0,18,0.74112142,8.64141378,59.23333333,757.6,28,4.166666667,0.333333333,0.666666667,1.166666667,0,12,0,0,0,0,0,0,0,0,0,24,23,0,0,0,5,1,0,23,21,0,20,23,0,0,135.4858208,0.002355841,0
78,23,93,10,4,5,0,3,4,4,3,2,1,2.485525157,0,0,0,0,0,0,0,157,2.41645477,8.13407342,55.7434375,293.2220688,37,22.67581905,2.284369888,18.29687566,7.350491221,27.65708137,17.19079141,0,0,0,4,0,0,0,0,0,30,28.32368344,0,0,0,5.190791405,1.161841719,0,22.48552516,27.67631656,2.485525157,1.323683438,2,0,0.001831141,1900.173659,0.000101825,0
79,5,218,7,2,5,1,12,2,2,4,1,1,7,0,0,0,0,0,0,0,62,2.096337381,1.728254164,54.55,203.5,30,25.125,0,3.875,10.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00047271,0
80,0,245,9,4,3,1,5,4,4,4,1,1,7,0,0,0,0,0,0,0,28,0.419273237,10.29700802,74.08333333,550,34,15.5,0.875,6.5,3.5,9.125,4,0,0,0,0,0,0,0,0,0,30,10,0,0,0,0,1,0,26,25,7,0,1,0,82.32865143,5813.418685,0.000248507,0
81,14,105,7,4,4,0,3,4,4,3,3,1,7,0,0,0,0,0,0,0,41,0.464387197,10.10340062,63.01666667,378,24,22.75,12.5,7.625,1.75,5.625,29,0,0,0,0,0,0,0,0,0,30,28,0,0,1,0,1,0,26,16,6,0,0,0,0.016469955,5302.911086,0.000200279,0
82,23,60,7,4,5,0,5,4,4,12,3,1,6,0,0,0,0,0,0,0,66,0.221029415,8.544429645,69,420,26,13.75,23,3.375,1.125,4.125,4,0,0,0,0,2,0,1,11,0,23,27,0,0,6,13,3,0,30,14,3,7,5,0,0,116.7996397,5.56E-05,0
